deneb[MAPPLE_SNIFFER]~/BlueRetroRoot/BlueRetro$ idf.py -p /dev/ttyUSB3 monitor
Executing action: monitor
Running idf_monitor in directory /home/jacques/BlueRetroRoot/BlueRetro
Executing "/home/jacques/BlueRetroRoot/python_env/idf4.3_py2.7_env/bin/python /home/jacques/BlueRetroRoot/esp-idf/tools/idf_monitor.py -p /dev/ttyUSB3 -b 4000000 --toolchain-prefix xtensa-esp32-elf- --decode-coredumps info /home/jacques/BlueRetroRoot/BlueRetro/build/BlueRetro.elf -m '/home/jacques/BlueRetroRoot/python_env/idf4.3_py2.7_env/bin/python' '/home/jacques/BlueRetroRoot/esp-idf/tools/idf.py' '-p' '/dev/ttyUSB3'"...
--- idf_monitor on /dev/ttyUSB3 4000000 ---
--- Quit: Ctrl+] | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---

I (119) cpu_start: Pro cpu up.
I (119) cpu_start: Application information:
I (119) cpu_start: Project name:     BlueRetro
I (119) cpu_start: App version:      v0.8-2-ge89dc28
I (120) cpu_start: Compile time:     Nov 15 2020 13:10:57
I (120) cpu_start: ELF file SHA256:  8b0a2793d48c5190...
I (120) cpu_start: ESP-IDF:          v4.3-dev-134-g625bd5eb1
I (120) cpu_start: Starting app cpu, entry point is 0x400818e0
0x400818e0: call_start_cpu1 at /home/jacques/BlueRetroRoot/esp-idf/components/esp32/cpu_start.c:286

I (0) cpu_start: App cpu up.
I (121) heap_init: Initializing. RAM available for dynamic allocation:
I (121) heap_init: At 3FFAE6E0 len 0000F480 (61 KiB): DRAM
I (121) heap_init: At 3FFC8C88 len 00017378 (92 KiB): DRAM
I (121) heap_init: At 3FFE0440 len 00003AE0 (14 KiB): D/IRAM
I (122) heap_init: At 3FFE4350 len 0001BCB0 (111 KiB): D/IRAM
I (122) heap_init: At 4008DABC len 00012544 (73 KiB): IRAM
I (122) cpu_start: Pro cpu start user code
I (131) spi_flash: detected chip: generic
I (132) spi_flash: flash io: dio
W (132) spi_flash: Detected size(4096k) larger than the size in the binary image header(2048k). Using the size in the binary image header.
I (132) esp_core_dump_uart: Init core dump to UART
I (132) cpu_start: Starting scheduler on PRO CPU.
I (0) cpu_start: Starting scheduler on APP CPU.
config_load_from_file: No config on SD. Creating...
config_store_on_file: failed to open file for writing
# Detected system : 16: DC
I (0) gpio: GPIO[21]| InputEn: 1| OutputEn: 0| OpenDrain: 0| Pullup: 0| Pulldown: 0| Intr:2
I (0) gpio: GPIO[22]| InputEn: 1| OutputEn: 0| OpenDrain: 0| Pullup: 0| Pulldown: 0| Intr:0
W (173) boot.esp32: PRO CPU has been reset by WDT.
W (173) boot.esp32: WDT reset info: PRO CPU PC=0x40081204
0x40081204: .check_dport_access_end at /home/jacques/BlueRetroRoot/esp-idf/components/esp_system/port/esp32/dport_panic_highint_hdl.S:183

W (173) boot.esp32: WDT reset info: APP CPU PC=0x40087a50
0x40087a50: panic_handler at /home/jacques/BlueRetroRoot/esp-idf/components/esp_system/port/panic_handler.c:487 (discriminator 1)

I (263) cpu_start: Pro cpu up.
I (263) cpu_start: Application information:
I (263) cpu_start: Project name:     BlueRetro
I (263) cpu_start: App version:      v0.8-2-ge89dc28
I (263) cpu_start: Compile time:     Nov 15 2020 13:10:57
I (264) cpu_start: ELF file SHA256:  8b0a2793d48c5190...
I (264) cpu_start: ESP-IDF:          v4.3-dev-134-g625bd5eb1
I (264) cpu_start: Starting app cpu, entry point is 0x400818e0
0x400818e0: call_start_cpu1 at /home/jacques/BlueRetroRoot/esp-idf/components/esp32/cpu_start.c:286

I (0) cpu_start: App cpu up.
I (265) heap_init: Initializing. RAM available for dynamic allocation:
I (265) heap_init: At 3FFAE6E0 len 0000F480 (61 KiB): DRAM
I (265) heap_init: At 3FFC8C88 len 00017378 (92 KiB): DRAM
I (265) heap_init: At 3FFE0440 len 00003AE0 (14 KiB): D/IRAM
I (265) heap_init: At 3FFE4350 len 0001BCB0 (111 KiB): D/IRAM
I (266) heap_init: At 4008DABC len 00012544 (73 KiB): IRAM
I (266) cpu_start: Pro cpu start user code
I (275) spi_flash: detected chip: generic
I (276) spi_flash: flash io: dio
W (276) spi_flash: Detected size(4096k) larger than the size in the binary image header(2048k). Using the size in the binary image header.
I (276) esp_core_dump_uart: Init core dump to UART
I (276) cpu_start: Starting scheduler on PRO CPU.
I (0) cpu_start: Starting scheduler on APP CPU.
config_load_from_file: No config on SD. Creating...
config_store_on_file: failed to open file for writing
# Detected system : 16: DC
I (0) gpio: GPIO[21]| InputEn: 1| OutputEn: 0| OpenDrain: 0| Pullup: 0| Pulldown: 0| Intr:2
I (0) gpio: GPIO[22]| InputEn: 1| OutputEn: 0| OpenDrain: 0| Pullup: 0| Pulldown: 0| Intr:0
+0837102: 00300121
+0016196: 0000200121
+0016723: 0010200121
+0016656: 0000200121
+0016713: 0000201121
+0016649: 0010200121
+0310574: 0000200121
+0006431: 0000200121
+0016645: 0000200121
+0016714: 0000200121
+0016654: 1000200131
+0016733: 0000300121
+0016645: 1000200131
+0016715: 0010200121
+0016650: 0000200121
+0016713: 0000300121
+0016654: 0000200121
+0016726: 0000200121
+0016645: 0000200131
+0016715: 0000200121
+0016651: 0000200121
+0016714: 0000200121
+0016651: 1000200131
+0016715: 0010200121
+0016651: 0000200121
+0016714: 0000200121
+0016651: 0000200121
+0016715: 0000200131
+0016651: 1000200131
+0016714: 0000200121
+0016651: 0000200121
+0016714: 0000200121
+0016651: 0000200121
+0016714: 0000201121
+0016651: 1000200131
+0016714: 0010200121
+0016651: 0000200121
+0016715: 0000200121
+0016651: 202200002001121
+0000991: 1C23000501000000FE060F000000000000000000724400FF636D616520747361746E6F436C6C6F72202072652020202020202020646F725064656375207942205520726F7265646E63694C2065736E656F7246204553206D452041475245544E534952504C2C5345202E44542020202001F401AE1B
+0015743: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0000848: 0000010100
+0001733: 1C0100050E000000403F7E7E0010050000410F00695600FF6C6175736D654D202079726F20202020202020202020202020202020646F725064656375207942205520726F7265646E63694C2065736E656F7246204553206D452041475245544E534952504C2C5345202E4454202020200082007C13
+0000847: 0000020103
+0000997: 1C02000500010000000001010000000000000000755000FF50207572207572756B63615020202020202020202020202020202020646F725064656375207942205520726F7265646E63694C2065736E656F7246204553206D452041475245544E534952504C2C5345202E445420202020064000C867
+0012060: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016554: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016554: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016554: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016554: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016554: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016491: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
+0000160: 03230008010000000000FFFF8080808039
+0016490: 010020090100000029
+0000159: 03230008010000000000FFFF8080808039
+0016555: 010020090100000029
